pid,create_date,content,tag,pvurl,kid_id
1167,2022-07-08 6:31,"#실전사례 
가정집에서 혼합세탁으로인한 이염
섬유혼용율  면100수도물   4800
가성소다3,9%     800
표백총매   200
과수  240
시간 4시간",#실전사례,"['https://coresos-phinf.pstatic.net/a/34ee2f/7_fheUd018svc19qmq9u5m9643_qzason.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34ee2c/7_fheUd018svc1jickhnrlizau_qzason.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34ee9b/7_gheUd018svcctjguakdudd5_qzason.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34eea8/7_gheUd018svc1rzg1ekl1p48n_qzason.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34ee47/7_hheUd018svc1kmwp975q01sm_qzason.jpg?type=e1920_std']",
1168,2022-07-09 9:47,"비 맞은 검정 옷, 흰 옷을 비닐에 같이 넣어 두었다가 
깜박하고 방치,
이염되서 의뢰한 면 100% 옷입니다 # #실전사례 무척 많이 이염됐는데 사진상으론 희미하네요 
간단하게 이염을 빼 보겠습니다 스코어에이스를 이염 부분에 골고루 바름니다 60°C 물 100g을 넣고 흔들어 줍니다 
아~  이런 터졌군요ㅋ
너무 쎈나! 
다시 작업 그리고 상온에 3시간동안 뒤척이며 관리하면 끝,마무리로 30~40°c 물에 노세제 10분정도 빨고 향균제 0.2% 15g을 넣고 헹군다음 탈수하면 완성 #간단한데 너무 장황하게 늘어놨군요 ㅋ또,늘어놨군요 ㅍㅎㅎ 
세인 여러분! 
삼복 더위에 몸 건강 챙기십시오 
#",#실전사례,"['https://coresos-phinf.pstatic.net/a/34ef0h/e_7ehUd018svc11zlw25zu7uzf_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34ef1j/e_8ehUd018svc1mj9o88nuylsg_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34efeh/e_8ehUd018svcin1lkwnj1eyd_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34ef4d/e_9ehUd018svc3tnr6vzbs1hn_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34efj6/e_aehUd018svce3l7mzl8wftf_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34ef2c/e_8ehUd018svc1d23m0b3rto6u_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34ef0a/e_aehUd018svcpzkzneiln0ll_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34ef41/e_aehUd018svc1l45qyisguggi_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34ef1j/e_behUd018svc4bzacb4mjw9h_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34ef1d/e_7ehUd018svcn82ipcm1c0wf_w0hee5.jpg?type=e1920_std']",170
1169,2022-07-09 11:36,"하이브리드로 이염제거하기입니다

섬유는 폴리. 면. 우레탄 입니다

하이브리드 원액 바르고 스팀으로 촉진하고 흔들고 끝입니다 #실전사례 ",#실전사례,"['https://coresos-phinf.pstatic.net/a/34efec/0_fgeUd018svc5btbrqpc2i1d_t9yzsa.jpg?type=w520', 'https://coresos-phinf.pstatic.net/a/34efbe/0_igeUd018svc1q4vkwe29wy2v_t9yzsa.jpg?type=w520']",1
1197,2022-07-12 6:40,"방수폼이 옷에 묻었어요 #질문답변 

정장바지에 방수폼이 묻었어요
어떻게 지워야 하나요

케어라벨표시
모50 폴리48 우레탄2K99 고수님의 의견을 듣고 싶습니다 ^^",#질문답변,['https://coresos-phinf.pstatic.net/a/34f04e/j_e5jUd018svc1nqi0flbizihc_fabj5x.jpg?type=e1920_std'],242
1198,2022-07-13 12:03,"#질문답변교수님
면65
마35프로
기름이번벅돼서
집에서2번빨앋는대
기름제거제로
해반는대
안지워지는대
방법좀
알려주세요
# # # #질문답변 ",#질문답변,[],46
1201,2022-07-15 9:59,"남성모직바지 소변얼룩지우기
기름제거제 스코어어이스도포스코어에이스도포후30분동안비닐봉투로밀봉
흰색얼룩빼기 쓰고남은 액으로 솔질깨끗하게잘나왔네요 #실전사례 ",#실전사례,"['https://coresos-phinf.pstatic.net/a/34f3fd/9_ah2Ud018svca2myk1v36abx_tu2si4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34f3eh/9_bh2Ud018svc1qx6e45qn6u8s_tu2si4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34f347/9_ch2Ud018svc1v7hfwxrmqum1_tu2si4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34f348/9_ch2Ud018svc1g5cctbdzhh8b_tu2si4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34f3ee/9_ah2Ud018svc14bpkxil1mt2a_tu2si4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34f38j/9_bh2Ud018svc1u16b0u58q4kd_tu2si4.jpg?type=e1920_std']",104
1207,2022-07-16 6:57,"안녕하세요 저번주 모처럼1박2일 강원도을다녀왔는데 넘더워 근처까페에들어갔는데 넘 인상깊어 올려봅니다 작은개인소유까페인데 지역흥보와함게  특산품판매와 깊은맛이담겨있는 쌍화차 그맛이 잊여지지않아 공유해봅니다 세탁이야기가아니라 죄송한듯하나
까페사장님에 아이디어가좋아 올려보니 거슬리다고생각하시는 대표님은 잠시 이해부탁드립니다#실전사례 까페사장님미모도 이쁘신데 다정다감한설명이 감동였습니다 # #",#실전사례,"['https://coresos-phinf.pstatic.net/a/34f59b/3_4e4Ud018svc1t6c4s1g4b2v0_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34f59f/3_4e4Ud018svcxawf6rhvf0ew_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34f553/3_5e4Ud018svco18j252569dm_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34f578/3_5e4Ud018svc7s6k99eoyarv_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34f5gh/3_5e4Ud018svc27u176xuevei_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34f55c/3_6e4Ud018svcvx0rsnrczr53_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34f5a1/3_6e4Ud018svc1al451ntlo9am_ryd20r.jpg?type=e1920_std']",77
1212,2022-07-18 8:39,"리듬 타는 다리미

날이 갈수록 손에 힘이
빠지는 나이 이다보니
어떻게 하면 힘 안 드리고
할 수 있을까 

고민 끝에
천장에 매달고 허공에
띠워서 팔에 무게를
줄이고 다리미 하다
보니 

어께에 무리가 헐신
가겹게 와 닫습니다.

스프링 역활이 중요합니다.
그냥 한번 올려 봅니다.
 #실전사례",#실전사례,"['https://video.band.us/service2/cOPsMSzL90sQ73WF5HvSUrhh85U0RLLswSE4Q8E4pCtw4fPIjfqcdD9phwp52zz6OooSAOMOdTVOt16GADSS1znhhvZfOK1OmTQMXYIZZkkr5XB7xhaXWxysGD2YI-Im16nWbjfK-CV0_Xedxayw4fahKWBdy4Qhh-JdeyT5zvwf35xsz8mHQ3uzGes5p0DHIXqyO5sSKddEvFVXEAs2SFyOenhMFvSBN988DsNPeMu5yRVxTQZuEZd7rlXe_Uyqbbm3uhheYje53DKX3QPZuQ.mp4?auto_play=true', 'https://coresos-phinf.pstatic.net/a/34fahc/5_3jeUd018svc150nv56zzc75n_tezwot.jpg?type=e1920_std']",37
1213,2022-07-19 9:37,"#질문답변스코어 에이스로 바르고 10분 후 세탁 
탈수 후 자연건조 시켰습니다 
저부분과 모서리 부분이 붉게 변하는데 이유를 모르겠습니다
어떻게 처리 해보는게 좋을까요??",#질문답변,"['https://coresos-phinf.pstatic.net/a/34f9dc/1_d4eUd018svc1u1js6crrvx5w_wosaew.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34f9j0/1_c4eUd018svc63n4ilpys638_wosaew.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34f960/1_e4eUd018svc1d4pdlkbmocpo_wosaew.jpg?type=e1920_std']",113
1221,2022-07-20 11:04,"건조기사용시 단추나쟈크머리 파손 방지을 위해 건조기 바닥에 이렇게 설치 사용하고 있습니다
저럼하고 좋은 제품을 소계합니다#실전사례 ",#실전사례,"['https://coresos-phinf.pstatic.net/a/34faib/d_1d6Ud018svckjr1ngakuvjn_qzason.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fai4/d_1d6Ud018svc1j69vgg0j7h2h_qzason.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fahh/d_2d6Ud018svc1m2ts3x5t4a2v_qzason.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fa48/d_3d6Ud018svcebnsfknqeyzu_qzason.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fa5b/d_4d6Ud018svcunvzltonk5qt_qzason.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34hfha/c_b3aUd018svcn1yu8xgj49c9_qzason.jpg?type=e1920_std']",
1222,2022-07-21 9:36,"#질문답변 #교수님안녕하세요
#힌색얼룩빼기 물1540-수산화나트륨30-표백9족매200과수240만들었는데요
촉매색이그대로있읍니다
괜찬은건가요?",#질문답변,[],64
1224,2022-07-21 11:20,"<K99 회원님들의 지혜를 빌립니다>

옷에 묻은 순간 접착제와 본드  그리고 실리콘 실란트 : 
어떻게 제거해야 할까요?

#질문답변",#질문답변,[],
1227,2022-07-22 7:35,"남자상의 볼펜 제거
먼저 볼펜을 찍어내고

스쿠어에이스 바르고 밀봉12시간
온도 40도  
수돗물 260
가성소다 30
표백촉매 200
과수 240
침염 24시간 후
완벽하게 제거#실전사례 ",#실전사례,"['https://coresos-phinf.pstatic.net/a/34fde4/9_9giUd018svcqjv9h7z6p2g2_se9ku1.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fd9a/9_9giUd018svcppc58itztisq_se9ku1.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fdh1/9_agiUd018svcwbc03lv1f3pj_se9ku1.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fdj2/9_agiUd018svc1l9vvc2946vja_se9ku1.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fd7j/9_cgiUd018svcj9r8fvlmj9xq_se9ku1.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fdgi/9_dgiUd018svc1dd9z3po4icax_se9ku1.jpg?type=e1920_std']",182
1228,2022-07-23 10:02,"교수님
먹물 묻었어요.
어떻게빼야할까요?
집에서 우유로뺀다고 흔들었어요. #질문답변 ",#질문답변,['https://coresos-phinf.pstatic.net/a/34fe76/9_7d3Ud018svc1xsiq0qu7ti64_rngyf2.jpg?type=e1920_std'],95
1240,2022-07-26 10:07,"견 100% 블라우스 겨드랑이, 
앞쪽, 목부분에 황변이 심하게 올라와 처리를 해보겠습니다 과정은 사진으로 찍지 않았습니다 
레시피로 대처하겠습니다 
우선 황변 부분에 스코어에이스를 듬뿍 발라 10분정도 방치합니다 크린토피아에 맡겼는데 못 빼고 반품된 청바지에 커피 자국입니다청바지도 스코어에이스를 발라 
10분 정도 방치합니다 

정재된 수돗물 4.5리터에 3.9% 가성소다 800그램, 표백촉매 200 
과수 240을 혼합하여 위의 사진 2개를 같이 넣고 3시간 담가 방치합니다 

3시간후 확인해보니 오점은 다 빠졌는데 견 100% 블라우스에 전체척으로 보라색으로 물들어 있어 깜놀, ㅋ 
청바지에서 이염되었는가 봅니다        식~~~~~겁 
어쩔 수 없이 40°C 물 2리터에 10% 구연산 200그램을 넣고 10담궜다가 헹굼시 수축방지제 20그램, 구연산 200그램 섬유향균제 10%를 넣고 헹굼합니다 
청바지는 구연산과 수축방지제는 빼고 헹굼합니다 
그리고 건조후 완성입니다청바지도 한 컷드디어,#실전사례 ",#실전사례,"['https://coresos-phinf.pstatic.net/a/34fi7g/7_ie5Ud018svc13qdff61gohel_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fi31/7_fe5Ud018svc842cehtc2917_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fibb/7_fe5Ud018svcohdpbw8jd7d_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fi59/7_ge5Ud018svcmf2a3eudqaw2_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fi00/7_he5Ud018svcuj6d2i3qxh9i_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fi05/7_ie5Ud018svcn4hyhtsmgnj5_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fia4/7_he5Ud018svc1aiaorlp1q2pd_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fice/7_ie5Ud018svc17cbiqsp1k85i_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fi54/7_je5Ud018svc1x7wx9br6rneb_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34figf/7_je5Ud018svc2jdimctpqvxa_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fi4i/7_fe5Ud018svcok9pzvsjctnp_w0hee5.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fia8/7_ge5Ud018svc38vkl52qmm7f_w0hee5.jpg?type=e1920_std']",170
1244,2022-07-26 6:40,#실전사례모자가 노란색으로 향변 되어서 왔네요 기름제거제 뜸번 바르고 3시간 방치수도물4600g 과수200g 표백촉매 200g3.9%가성소다 800g 3시간 담궈놓고 온도40도 세제없이 10분 세탁 구연산으로 행금 소소한 것이지만 올려보았습니다 ,#실전사례,"['https://coresos-phinf.pstatic.net/a/34fj65/e_d3hUd018svc1b0bke6rx3w13_ey3qyq.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fjej/e_d3hUd018svcyu1pwvfhn6oj_ey3qyq.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fj5d/e_d3hUd018svc1gqoyl81lc6pc_ey3qyq.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34fj1g/3_h3iUd018svcms2xjunztyuq_ey3qyq.jpg?type=e1920_std']",206
1248,2022-07-27 7:12,"#실전사례 청회색원피스 구연산 세제바르고 조금시간이 지나서 보니 붉게 올라와서 
교수님께서 가르쳐주신 3.9%가성소다액을 붓으로 칠하고 난 후 복원되었습니다.
감사합니다 
전처리 사진은 남기질 못했습니다.",#실전사례,['https://coresos-phinf.pstatic.net/a/34g0eg/g_ib9Ud018svchb4m8z5ksk6w_se9ku1.jpg?type=e1920_std'],182
1249,2022-07-27 7:53,"모든 얼룩 제거 할때 
저만 하는요령 입니다.
* 황변 일경우  오랜 알수 없는 얼룩
1. 표백촉매
2. 가성3.9 
3. 과수 35%
*  그냥 얼룩 일경우
4. 베이킹소다 or. 구연산세제 
5. 스팀..
6. 녹물 ( 안쓰고 싶지만.....)
7. 드라이세탁후#실전사례 ",#실전사례,"['https://coresos-phinf.pstatic.net/a/34g0jj/a_dc7Ud018svceoeaadducye7_fgj13q.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g06c/g_9c4Ud018svcl88d0foqd1o_fgj13q.jpg?type=w520', 'https://coresos-phinf.pstatic.net/a/34g0c5/8_jc6Ud018svc1m97so6mjruj_fgj13q.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g0cd/8_jc6Ud018svc1emvp6fn7tqjw_fgj13q.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g07e/9_0c6Ud018svcl5ouwcpk8chz_fgj13q.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g0ei/8_ic6Ud018svc1gk50e73ag9rt_fgj13q.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g0ea/8_ic6Ud018svc1up0l8htexi8n_fgj13q.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g03h/9_2c6Ud018svcl57lb8umvi0g_fgj13q.jpg?type=w520']",168
1250,2022-07-27 10:28,"오래된 여성 회색정장 1벌 (폴리,레이온혼방)
황변과 빛에의한 탈색(어깨,팔)
유색얼룩빼기용액(수도물4600, 3.9%가성소다800, 표백촉매200, 과수200)
12시간 침전
어깨,팔 탈색된거 99% 회복
참고로 하이브리드 처리안하고 바로 침전작업목어깨 ,팔밑단라벨이 거의 지워짐완성 #실전사례 ",#실전사례,"['https://coresos-phinf.pstatic.net/a/34g0ca/5_df3Ud018svc15ymn2z1sujzc_rziv4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g0cd/5_df3Ud018svc1tw6bovy5dte0_rziv4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g028/5_ff3Ud018svc1xa7j607gpl53_rziv4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g067/5_ff3Ud018svc13j6dm2m4wdb9_rziv4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g051/5_gf3Ud018svc9rokljnvq6aq_rziv4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g087/5_hf3Ud018svc1cx2zyad9zbx7_rziv4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g0dc/5_if3Ud018svc14gzitla51mme_rziv4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g072/5_jf3Ud018svcxqsx3gma064v_rziv4.jpg?type=e1920_std']",82
1251,2022-07-28 11:02,"약국 의사가운(폴리100%) 스탬프잉크 얼룩입니다구연산 세제 바르면 끝!
본세들어가고 마지막행굼 항균처리하면 병원 약국 딱이쥬~ #실전사례 ",#실전사례,['https://coresos-phinf.pstatic.net/a/34g1j8/8_995Ud018svci9mlw7ojj0g_t9yzsa.jpg?type=w520'],1
1252,2022-07-28 12:17,"# ★알고보니★

바지가 하도 심난해서
제거 불가 판정을(제거비 때문에) 고객에게
양해를 구하고 버리기로
했습니다.

버리는것은 내가 처리 한다
했고.
고객도 찬성!!!!

오염 종류도 물어 보지도
못 하고 고객을 보내습니다.

한가한 시간이 나면 한번 도전
하기로 마음을 먹고 구석지기에
처박어 놓고 몇날이 지나고
휴식를 취하고 있는데 문득
생각이 나서 처박어 놓은거
꺼내서 k99 만병 통치 레시피
스코어에이스,촉매제,가성소다,
과수에 어떻게 조합을 해서
제거를 해야 하나 생각 중
오점종류가 무엇일까 만져
보면 딱딱하고 페인트 인가
공사장 폼 인가 생각은 
자유....

일차적으로 전에 쓰던 화공약품으로 제거 시도 
했으나 꿈적도 안함

그래서 일단 보류 결정

날은 지나가고 3일 후
또 생각나서 꺼내서 
스코어에이스 바르고
액션 주기 반복 작업 
전혀 반능이 없음 
모직50%,폴리50%,에 유색 제품이라서

유색얼룩뻬기 원액과 스코어에이스 바르고 바로
그위에 얼룩뻬기를 바르고
액션을 주니 움직이기 시작
쉼없이 반복 작업,

약 80% 제거 하고 일반 세탁
작업 합니다.

앗!! 나의 실수 

쉽게 작업 할 수 있는 장비가
없는 관계로 수작업 하다 보니
힘들어서 유색얼룩뻬기 원액1+스코어에이스1혼합해서 담금 하면 쉽게
제거 할 수 있겠다 생각 하고
담금처리 들어감....

깜박 잊고 시간은 2일 경과
후 또 생각나서 꺼내 보니
담금처리한 즉 k99 케미컬
스며든 곳에 탈색이 왔습니다.

시간은 가겠지만 바르고
액션 주고를 반복작업 하니
완젼제거

영상이 다소 길지만 무 편집
으로 그대로 올림니다

★알고 보니★

소화기 액이 흘러서 옷에
고착이 된것

#실전사례",#실전사례,"['https://coresos-phinf.pstatic.net/a/34g1ji/6_8adUd018svcqy47cjzqk4tg_tezwot.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g1g7/6_aadUd018svc1072ziqb7qb46_tezwot.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g156/6_aadUd018svc1kj2ir1ippksp_tezwot.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g15f/h_cadUd018svcaus2s9qa2hxl_tezwot.jpg?type=w520']",37
1253,2022-07-29 10:11,"염색약  하루된것지우기
흰색 얼룩빼기로  바르면 색이변함 
그리고 솔질후 세탁
#완성
#실전사례 ",#실전사례,"['https://coresos-phinf.pstatic.net/a/34g288/g_bf6Ud018svc16s18ql8v5dv0_s197aq.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g225/g_df6Ud018svcsj78jvgfz06j_s197aq.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g26j/g_bf6Ud018svcsskb5clg82mw_s197aq.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g2b7/g_cf6Ud018svc1kjhefs8m5zcu_s197aq.jpg?type=e1920_std']",
1254,2022-07-29 1:40,요거 해결법 궁금합니다겉감은 pvc 입니다 #질문답변 ,#질문답변,"['https://coresos-phinf.pstatic.net/a/34g29a/6_jj5Ud018svcrl4uowunzxr1_tsfgqj.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g2gf/6_jj5Ud018svc1se09gr774ewl_tsfgqj.jpg?type=e1920_std']",194
1255,2022-07-30 12:18,"모자염색약지우기
테두리부분검정원단폴리우레탄이염방지하이브리드
7/3희석액 분무기로뿌려준후 건조 스코어에이스덧칠후비닐봉투로밀봉밀봉1시간후 흰색얼룩빼기쓰고남은액에담금 
5시간후 확인한결과 변하지안음
#다시 도전#
스코어에이스 바르고 밀봉1시간
흰색원액 가성소다30 표백촉매200 과수240 
수돗물5L에담금 3시간후깨끗하게빠짐
항군제30g해굼탈수모자성형기에 형털잡음완료 #실전사례 ",#실전사례,"['https://coresos-phinf.pstatic.net/a/34g4fh/b_24eUd018svctmepj0rjdn5d_tu2si4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g4fi/b_24eUd018svc8yxz4mdiauco_tu2si4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g44f/b_44eUd018svcjdb9fjnol19c_tu2si4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g4ij/b_44eUd018svc5th7qsivrabq_tu2si4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g412/b_54eUd018svc1ni68l37o2cpn_tu2si4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g47c/b_54eUd018svc1d94ob9kjnegv_tu2si4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g440/b_34eUd018svc17ulc65z0ajgb_tu2si4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g46e/b_44eUd018svc1wpg6a0t1cn3k_tu2si4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g4ca/b_54eUd018svcmodbdy899z85_tu2si4.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34g4f3/b_54eUd018svcuwf7gsvfkl0s_tu2si4.jpg?type=e1920_std']",104
1256,2022-07-30 3:53,"마 100% 프린팅옷 이염제거하기

컬러픽스 하이브리드 바르고 열촉진하고 흔들고 때리면 끝입니다. #실전사례 ",#실전사례,['https://coresos-phinf.pstatic.net/a/34g4ag/j_48aUd018svc1f7yj8cyatca7_t9yzsa.jpg?type=w520'],1
1268,2022-08-05 8:20,"다들휴가는잘들다녀오셨는지요
저도4일쉬고오늘부터일해읍니다
한가지여러분께물어보겠읍니다
위사진처럼카라부분
기름제거제도포후1시간정도방치후
얼룩빼기8시간
아주만족하게자나왔읍니다
단철심에서녹이발생하는대
다른좋은방법이있는지
답구합니다
패쓰도한컵너었구요
패쓰더많이들어가도뒤는지도궁긍합니다
더운날씨에
건강하시길 # # #실전사례 ",#실전사례,['https://coresos-phinf.pstatic.net/a/34gc8d/5_7ffUd018svch1a1zqznlr3a_sdaasc.jpg?type=e1920_std'],181
1269,2022-08-05 9:08,"#질문답변 
사람피 묻은옷. 
1. 얼마안된 얼룩. >  과수 이용. 

2. 조금된 피얼룩 >  가성소다 수용액 + 과수 
                                스팀후 세척 
3. 오래된 얼룩. >   흰색얼룩빼기. 용액후.  수산   혹은.  구연산.  ?     가능할까요????    위 피얼룩 은.  오래된. 것으로. 담굼후. 남은 얼룩은
 모든 얼룩 제거 할때 


* 황변 일경우  오랜 알수 없는 얼룩
1. 표백촉매 바르고
2. 가성3.9   바르고
3. 과수 35%  마르고
*  그냥 얼룩 일경우
4. 베이킹소다 or.   
 오래된  얼룩은. 황변달인 바르고
5. 스팀..
6. 녹물 ( 안쓰고 싶지만.....)  약간 누런것 




#실전사례",#질문답변,['https://coresos-phinf.pstatic.net/a/34gd53/g_6bgUd018svc1mqzzett53qgs_fgj13q.jpg?type=e1920_std'],168
1270,2022-08-05 10:11,"카페트 개오즘~~~
찜통 삼복더위에 대표님들 고생들많으시지요 얼룩빼기는 다들잘하시니 실전사례가 뜸하네요
1년에한번씩세탁하는 카페트 이고객님집은 강아지가아니고 큰개인데 냄새도마니나고 오즘황변이 군데군데있어 스코어에이스로작업 공유해봅니다 #실전사례 기름제거제도포후 탈색이우려돼10분방치후 기름제거제200cc 향균제200cc첨가후본세15분40도에서 세탁후 마지막행금에 향균제200cc첨가후 교수님이10분행금해야된다고하셨는데 세탁기세팅이9분밖에안돼서 40도에서9분행금했습니다앞뒤로봐도 냄새도없이깔끔히 만족스럽네요 찜통더위에대표님들 건강챙기시고 행복한시간되시길 기원합니다",#실전사례,"['https://coresos-phinf.pstatic.net/a/34gcd4/e_4hgUd018svchkppyei49nrt_ryd20r.jpg?type=w520', 'https://coresos-phinf.pstatic.net/a/34gc71/d_jhgUd018svcf1f5p76tkd86_ryd20r.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34gc03/e_7hgUd018svcw350v14bhg2w_ryd20r.jpg?type=w520']",77
1272,2022-08-06 7:54,#질문답변  선배님이들 질문하나 드립니다  다름이아니라 물세탁을 하고나면 밝은색 옷에 지저분한게 많이 묻어나오는데 선배님들 혹시 세탁기 청소하는 좋은방법 있을까요 많은 조은 부탁드립니다 ,#질문답변,[],206
1279,2022-08-08 9:52,"#질문답변 
회원님들 교수님 질문드립니다~
화재로인한 세탁법아시는 분 계시면 공유부탁드려봅니다.

방석이며 냄새가 조금납니다.
화재냄새를 잡는방법 질문드려요.

비가 많이 오는데 회원님들 피해없이 안전히 지나가시길바랍니다.",#질문답변,[],153
1281,2022-08-09 5:02,"회원님 들수고하십니다
여수서영선입니다
겁이나서손되기가무서워요
끈적끈적한거봐서초코갇아요
방법알려주세요 # #오점제거 # #질문답변 ",#질문답변,"['https://coresos-phinf.pstatic.net/a/34gib8/j_c00Ud018svc1hju0f7flovpe_ihkpk9.jpg?type=e1920_std', 'https://coresos-phinf.pstatic.net/a/34gia3/j_c00Ud018svc1xfgfh4b8sazg_ihkpk9.jpg?type=e1920_std']",274
